pathway	pval	padj	log2err	ES	NES	size	leadingEdge	magNES
"ACTIVATION OF THE MRNA UPON BINDING OF THE CAP-BINDING COMPLEX AND EIFS, AND SUBSEQUENT BINDING TO 43S%REACTOME DATABASE ID RELEASE 56%72662"	0.002564696	0.031258599	0.431707696	-0.496913836	-1.678933136	53	"RPS4X, EIF1AX, RPS2, EIF2S3, RPS17, RPS14, RPS3, RPS19, RPS9, RPS27A, RPS8, RPS6, RPS13, EIF3G, RPS10, RPSA, EIF3F, RPS18, RPS29, RPS15, EIF3E, RPS16, EIF3I, EIF3M, RPS27, RPS26, RPS15A"	1.678933136
TRANSLATION INITIATION COMPLEX FORMATION%REACTOME DATABASE ID RELEASE 56%72649	0.002564696	0.031258599	0.431707696	-0.496913836	-1.678933136	53	"RPS4X, EIF1AX, RPS2, EIF2S3, RPS17, RPS14, RPS3, RPS19, RPS9, RPS27A, RPS8, RPS6, RPS13, EIF3G, RPS10, RPSA, EIF3F, RPS18, RPS29, RPS15, EIF3E, RPS16, EIF3I, EIF3M, RPS27, RPS26, RPS15A"	1.678933136
INTRA-GOLGI AND RETROGRADE GOLGI-TO-ER TRAFFIC%REACTOME DATABASE ID RELEASE 56%6811442	0.000386362	0.007538809	0.498493109	0.427747943	1.666902808	96	"MAN1A1, DCTN4, DYNLL2, ZW10, RAB3GAP1, COG2, GCC1, RAB43, SCOC, VPS45, VPS52, RAB1B, CENPE, DYNC1I2, RAB1A, MAN2A1, TMF1, KIF21B, STX5, RAB6A, VAMP4, TRIP11, DCTN3, PAFAH1B1, ALPP, DYNC1H1, SEC22B, COPA, KIF1B, KIF6, ARFGAP3, NSF, ARFGAP2, DCTN5, KDELR2, KDELR1"	1.666902808
VIRAL LIFE CYCLE%GOBP%GO:0019058	0.000140913	0.003240993	0.518848078	-0.407654168	-1.651138036	174	"RPS4X, RPL26L1, RPL27A, NUP214, RPS2, RPL27, RPL12, RPL24, RPL6, RPL13A, RPL39, CHMP1B, CXCR4, RPL31, RPS17, RPS14, RPS3, CHMP5, RPS19, RPL19, RPL13, RPL35A, THOC5, RPS9, RPL5, VAMP8, RPL10A, RPS27A, RPL30, RPLP0, PPID, RAE1, RPL11, RPL15, UBC, RPS8, ADRBK1, RPL38, RPS6, VPS37B, RPS13, RPL23, RPL7A, RPL37, EIF3G, DYNLT1, RPS10, RPSA, RPL17, EIF3F, RPS18, RPS29, VPS4B, MITD1, CD81, RPS15"	1.651138036
SENESCENCE-ASSOCIATED SECRETORY PHENOTYPE (SASP)%REACTOME%R-HSA-2559582.1	0.003186672	0.037555328	0.431707696	-0.489206702	-1.651008694	54	"H3F3A, HIST2H2AA3, MAPK3, CDC26, CEBPB, H2AFZ, HIST1H2BD, MAPK1, IGFBP7, RPS27A, HIST2H2AA4, UBC, CDKN2C, ANAPC1, HIST1H2AC, FOS, HIST1H2BK, HIST1H2BJ, HIST2H4A, HIST1H2BC, HIST2H2BE"	1.651008694
PROTEIN TARGETING%GOBP%GO:0006605	3.85E-05	0.000963984	0.557332239	-0.393169928	-1.649125125	233	"RPS4X, RPL26L1, RPL27A, SRP19, SSR2, SPCS2, TSPO, RPS2, RPL27, VPS25, RPL12, BCL3, RPL24, NCF1, RPL6, RPL13A, RPL39, RPL31, RPS17, RPS14, RPS3, DNLZ, TRPS1, RPS19, RPL19, RPL13, RPL35A, SPCS1, TMED2, TRNT1, RPS9, PTTG1IP, RPL5, RPL10A, C11orf73, RPS27A, RPL30, RPLP0, SRP14, RAE1, RPAIN, RPL11, RPL15, RPS8, RPL38, RPS6, ATG4C, RPS13, AP3M1, RPL23, RPL7A, RPL37, TIMM9, MFF, RPS10, RPSA, SRP9, RPL17, PHB2, TOMM22, FBXO7, SRPRB, RPS18, RPS29, TOMM5, RPS15, TOMM7, RABGEF1, RPS16, ATG3, ATG4B, RPL22, GIPC1, RPS27, RPL37A, RPL3, RPS26, RPS15A, RBM22, AIP, RPL26, TRAK1, RPL23A, RPL14, RAN, IPO11"	1.649125125
ACTIVATION OF IMMUNE RESPONSE%GOBP%GO:0002253	4.64E-05	0.001140031	0.557332239	-0.388170497	-1.64058338	246	"PYCARD, CNPY3, MNDA, ARPC1B, MAPKAPK3, MAPK3, ARPC2, CFD, TLR8, PSMB8, FCER1G, CTSS, IGLL1, HLA-DRB4, TICAM1, PSMB1, ACTG1, MAPK1, ARPC5, ARPC3, TNIP2, CFP, CD79A, BAX, PSMC6, PSMA6, RPS27A, NFKBIA, CLEC4A, PSMA4, DDX58, ICAM3, TMEM173, SPG21, UBC, LGMN, ITGB2, HLA-DPA1, GRB2, LY96, CD14, CHUK, CD19, HLA-DQA1, SKAP2, CLEC7A, TRAT1, HLA-DRA, INPP5D, HLA-DPB1, LYN, PLCG2, PSMB10, BLK, PRKD2, PTPRC, WAS, TLR6, VAV1, RAC1, LAT2, ARPC4, FCGR2A, PSMB4, CRK, ITGAM, LGALS9, PSMA3, PLD2, FCN1, NCK1, ABI1, PSMD13, AIM2, PSMD11, UNC93B1, HLA-DRB1, FGR, TBK1, PSMB7, TLR4, UBE2D2, CSK, TLR1, RIPK2, SIN3A, FCGR1A, PSMA5, UBA52, CLEC4E, PSMB3, BAIAP2, TICAM2, FFAR2"	1.64058338
REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051249	0.000401812	0.007538809	0.498493109	-0.409085643	-1.629757776	149	"AIF1, PYCARD, TNFAIP8L2, MNDA, LST1, BTLA, ANXA1, CEBPB, IGLL1, HLA-DRB4, CD1D, PRKCZ, TNIP2, BST1, GLMN, CCL5, HLA-DPA1, GRB2, XBP1, SIT1, HLA-DQA1, PPP2R3C, HLA-E, NCK2, FLOT2, HLA-DRA, IRS2, HAVCR2, HLA-DPB1, LYN, MIF, TNFSF13B, TGFBR2, PTPRC, TNFSF4, VAV1, VNN1, CD46, RIPK3, RAC1, IRF4, CD81, CLC, LGALS9, SAMSN1, NCK1, CD300A, RARA, HLA-DRB1, MAPKAP1"	1.629757776
TOLL-LIKE RECEPTORS CASCADES%REACTOME DATABASE ID RELEASE 56%168898	0.001364946	0.019861355	0.455059867	-0.431232039	-1.621376405	98	"CNPY3, MAPKAPK3, MAPK3, TLR8, CTSS, PELI1, TICAM1, MAPK1, TNIP2, RPS27A, NFKBIA, MAPK9, UBC, LGMN, ITGB2, LY96, CD14, CHUK, FOS, PLCG2, LY86, TLR6, RIPK3, S100A12, PELI2, ITGAM, DUSP6"	1.621376405
RESPONSE TO NUTRIENT LEVELS%GOBP%GO:0031667	0.004068482	0.043977206	0.407017919	0.441039486	1.618234505	70	"RRAGB, CDKN2D, ALB, SSTR2, EIF2AK4, WDR59, GCN1L1, TSC1, WRN, CPEB4, PMAIP1, ULK1, EIF2AK2, NCOA1, MAP1LC3B, FOXO1, MTMR3, USP33, OGT, MAP1LC3A, RRAGA, ASNS, CAV1, SREBF1, BMPR2, LEP"	1.618234505
RIBONUCLEOPROTEIN COMPLEX BIOGENESIS%GOBP%GO:0022613	9.26E-05	0.002200836	0.538434096	-0.378481767	-1.611356955	259	"RPS4X, RPL26L1, NOP10, RPL27A, LSM3, MRPL1, RPS2, RPL27, RPL12, RPL24, RPL6, RPL13A, RPL39, EIF2S3, RPL31, RPS17, RPS14, RPS3, GEMIN6, RPS19, RPL19, RPL13, RPL35A, NSA2, RPS9, RPL5, RPL10A, CD2BP2, RPS27A, RPL30, RPLP0, RPS27L, SNRPD2, MRPL36, MPHOSPH6, RPP21, RPL11, TRMT112, RPL15, CDC123, RPS8, DICER1, RPL38, RPS6, RRP15, RSL24D1, RPS13, RPL23, SNRPD1, UTP11L, EXOSC1, RPL7A, RPL37, FAM103A1, LSM6, RPS10, NHP2, RPSA, RPF1, EXOSC3, RPL17, NGDN, CSNK1E, SBDS, RPS18, RPS29, RPS15, RIOK2, EXOSC6, GNL1, RPS16, CLNS1A, RPL22, RPF2, RPS27, RPL37A, RPL3, FTSJ2, C1QBP, RPS26, RPS15A, RBM22, CSNK1D, RPL26, MRPL11, RPL23A, RPL14, CIRH1A, RAN"	1.611356955
ESTABLISHMENT OF PROTEIN LOCALIZATION TO ORGANELLE%GOBP%GO:0072594	0.00018789	0.004122011	0.518848078	-0.38591812	-1.611216781	220	"RPS4X, RPL26L1, RPL27A, SRP19, SPCS2, TSPO, RPS2, RPL27, VPS25, RPL12, BCL3, H2AFY, RPL24, RPL6, RPL13A, RPL39, RPL31, RPS17, RPS14, RPS3, DNLZ, TRPS1, RPS19, RPL19, RPL13, RPL35A, SPCS1, TRNT1, RPS9, PTTG1IP, BAX, RPL5, RPL10A, C11orf73, RPS27A, RPL30, RPLP0, SRP14, RAE1, RPAIN, RPL11, RPL15, RPS8, RPL38, RPS6, RPS13, AP3M1, RPL23, RPL7A, RPL37, TIMM9, MFF, RPS10, RPSA, SRP9, RPL17, PHB2, TOMM22, FBXO7, SRPRB, RPS18, RPS29, TOMM5, RPS15, TOMM7"	1.611216781
ASSEMBLY OF THE PRIMARY CILIUM%REACTOME%R-HSA-5617833.2	0.004374609	0.045899031	0.407017919	0.425985261	1.605920046	80	"WDR19, DYNLL2, PCNT, ODF2, ASAP1, BBS7, IFT52, IFT74, TNPO1, CKAP5, CLUAP1, PLK1, ACTR1A, TUBG1, DYNC1I2, IFT122, CLASP1, CCT3, TRIP11, DCTN3, EXOC4, PAFAH1B1, DYNC1H1, HSP90AA1, SEPT2, IFT88, SSNA1, BBS1"	1.605920046
TRANSLATIONAL ELONGATION%GOBP%GO:0006414	0.002074634	0.025951122	0.431707696	-0.441037351	-1.593269266	78	"MRPL33, MRPL51, MRPL1, MRPL13, MRPL45, EEF1A1, MRPS23, EEF1G, MRPS18C, MRPS31, MRPL52, DAP3, MRPL34, MRPL36, MRPL17, MRPS24, MRPL41, MRPL3, MRPL21, MRPS17, MRPL24, MRPL30, MRPL43"	1.593269266
IMMUNE RESPONSE-REGULATING SIGNALING PATHWAY%GOBP%GO:0002764	0.000162219	0.003671819	0.518848078	-0.375676773	-1.590647234	253	"CNPY3, MNDA, ARPC1B, MAPKAPK3, MAPK3, ARPC2, TLR8, PSMB8, FCER1G, CTSS, CALM2, IGLL1, HLA-DRB4, TICAM1, PSMB1, FCER1A, ACTG1, MAPK1, ARPC5, ARPC3, TNIP2, CD79A, BAX, PSMC6, PSMA6, CTSH, RPS27A, NFKBIA, CLEC4A, PSMA4, DDX58, MAPK9, ICAM3, SPG21, UBC, LGMN, ITGB2, HLA-DPA1, GRB2, LY96, CD14, CHUK, CD19, HLA-DQA1, FOS, SKAP2, CLEC7A, TRAT1, HLA-DRA, INPP5D, HLA-DPB1, LYN, PLCG2, PSMB10, BLK, PRKD2, CALM3, PTPRC, WAS, TLR6, VAV1, RAC1, LAT2, ARPC4, FCGR2A, PSMB4, CRK, ITGAM, LGALS9, PPP3R1, PSMA3, PLD2, FCN1, NCK1, ABI1, PSMD13, PSMD11, UNC93B1, HLA-DRB1, FGR, NFATC1, TBK1, PSMB7"	1.590647234
IMMUNE RESPONSE-ACTIVATING SIGNAL TRANSDUCTION%GOBP%GO:0002757	0.000179602	0.004001756	0.518848078	-0.379156481	-1.590346655	233	"CNPY3, MNDA, ARPC1B, MAPKAPK3, MAPK3, ARPC2, TLR8, PSMB8, FCER1G, CTSS, IGLL1, HLA-DRB4, TICAM1, PSMB1, ACTG1, MAPK1, ARPC5, ARPC3, TNIP2, CD79A, BAX, PSMC6, PSMA6, RPS27A, NFKBIA, CLEC4A, PSMA4, DDX58, ICAM3, SPG21, UBC, LGMN, ITGB2, HLA-DPA1, GRB2, LY96, CD14, CHUK, CD19, HLA-DQA1, SKAP2, CLEC7A, TRAT1, HLA-DRA, INPP5D, HLA-DPB1, LYN, PLCG2, PSMB10, BLK, PRKD2, PTPRC, WAS, TLR6, VAV1, RAC1, LAT2, ARPC4, FCGR2A, PSMB4, CRK, ITGAM, LGALS9, PSMA3, PLD2, FCN1, NCK1, ABI1, PSMD13, PSMD11, UNC93B1, HLA-DRB1, FGR, TBK1, PSMB7, TLR4, UBE2D2, CSK, TLR1, RIPK2, FCGR1A, PSMA5, UBA52, CLEC4E, PSMB3, BAIAP2, TICAM2, FFAR2"	1.590346655
POSITIVE REGULATION OF IMMUNE SYSTEM PROCESS%GOBP%GO:0002684	7.63E-06	0.000201362	0.610526878	-0.359074815	-1.589315954	401	"AIF1, PYCARD, CNPY3, MNDA, ARPC1B, B2M, MAPKAPK3, MAPK3, ARPC2, BTLA, CFD, ANXA1, TLR8, PDCD2, PSMB8, FCER1G, CTSS, CYBA, IGLL1, HLA-DRB4, TICAM1, PSMB1, RPS19, SH2D1B, CD1D, ACTG1, PRKCZ, MAPK1, ARPC5, ARPC3, TNIP2, RAC2, CFP, CD79A, BAX, PSMC6, VAMP8, BST1, PSMA6, RPS27A, NFKBIA, CLEC4A, PSMA4, DDX58, CCL5, ICAM3, TMEM173, SPG21, UBC, LGMN, HLA-B, ITGB2, HLA-DPA1, GRB2, STAP1, LY96, XBP1, CD14, CHUK, UNC13D, CD19, HLA-DQA1, PPP2R3C, HLA-E, NCK2, FLOT2, STX7, SKAP2, CLEC7A, TRAT1, HLA-DRA, IRS2, INPP5D, HLA-DPB1, LYN, HAX1, PLCG2, MIF, TNFSF13B, PSMB10, BLK, PRKD2, TGFBR2, PTPRC, TNFSF4, WAS, TLR6, PRMT1, VAV1, VNN1, CD46, HMGB2, RAC1, VEGFB, LAT2, ARPC4, CD81, FCGR2A, PSMB4, CRK, SLC11A1, ITGAM, LGALS9, PSMA3, PLD2, HCLS1, FCN1, NCK1, ABI1, PSMD13, CD300A, AIM2, C1QBP, PSMD11, RARA, UNC93B1, HLA-DRB1, FGR, MAPKAP1, CCR1, TBK1, PSMB7"	1.589315954
REGULATION OF IMMUNE SYSTEM PROCESS%GOBP%GO:0002682	1.61E-07	6.22E-06	0.690132459	-0.346177181	-1.587562532	636	"AIF1, PYCARD, CNPY3, TNFAIP8L2, MNDA, ARPC1B, COX8A, B2M, MAPKAPK3, LST1, AP1S2, MAPK3, ARPC2, IFNGR1, BTLA, KLRB1, CFD, ANXA1, TLR8, PDCD2, PSMB8, FCER1G, CTSS, CYBA, CALM2, CEBPB, IFITM1, IGLL1, HLA-C, KLRD1, HLA-DRB4, KLRC1, TICAM1, PSMB1, FCER1A, RPS19, SH2D1B, CD1D, ACTG1, PRKCZ, MAPK1, ARPC5, BST2, IFNGR2, ARPC3, FKBP1A, TNIP2, RAC2, CFP, CD79A, BAX, PSMC6, VAMP8, BST1, PSMA6, CTSH, RPS27A, NFKBIA, CLEC4A, KLRF1, PSMA4, ARRB2, DDX58, SPI1, SLC35B3, MAPK9, GLMN, CCL5, ICAM3, TMEM173, SPG21, SLC25A19, UBC, LGMN, FCGR3B, CUEDC2, HLA-B, ITGB2, HLA-DPA1, HLA-DOB, GRB2, AMICA1, STAP1, MEIS1, TREM1, LY96, XBP1, ERAP1, CD14, SIT1, CHUK, TYROBP, FNIP1, UNC13D, CD19, HLA-DQA1, FOS, PPP2R3C, SNRPD1, HLA-E, NCK2, CD33, APOBEC3F, FLOT2, STX7, C8orf59, SKAP2, SIGLEC9, CLEC7A, TRAT1, HLA-DRA, IRS2, HAVCR2, INPP5D, HLA-DPB1, LYN, HAX1, PLCG2, MIF, TNFSF13B, PSMB10, CFI, BLK, PRKD2, CALM3, APOBEC3G, TGFBR2, PTPRC, CLEC2B, TNFSF4, WAS, TLR6, C5AR1, PRMT1, VAV1, CD160, PHB2, VNN1, CD46, HMGB2, RIPK3, RAC1, IRF4, VEGFB, MDH1, LAT2, HIST2H4A, ARPC4, SELL, CD81, FCGR2A, PSMB4, CRK, SLC11A1, CLC, ITGAM, RBM18, ZFPM1, LGALS9, PPP3R1, ITGB1, ELMOD2, PSMA3, PLD2, SAMSN1, HCLS1, FCN1, NCK1, COL17A1, ABI1, TMEM203, PSMD13, CD300A, ANXA5, PTGER4, AIM2, SPPL2A, C1QBP, PSMD11, RARA, UNC93B1, HLA-DRB1, FGR, JAM3, MAPKAP1, CCR1, NFATC1, TBK1, PSMB7, HCST"	1.587562532
REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002694	0.000422076	0.007618745	0.498493109	-0.394554906	-1.586527438	168	"AIF1, PYCARD, TNFAIP8L2, MNDA, LST1, BTLA, ANXA1, CEBPB, IGLL1, HLA-DRB4, CD1D, PRKCZ, TNIP2, VAMP8, BST1, GLMN, CCL5, HLA-DPA1, GRB2, STAP1, XBP1, SIT1, UNC13D, HLA-DQA1, PPP2R3C, HLA-E, NCK2, FLOT2, HLA-DRA, IRS2, HAVCR2, HLA-DPB1, LYN, MIF, TNFSF13B, TGFBR2, PTPRC, TNFSF4, VAV1, VNN1, CD46, RIPK3, RAC1, IRF4, CD81, CLC, LGALS9, SAMSN1, NCK1, CD300A, RARA, HLA-DRB1, FGR, MAPKAP1"	1.586527438
RESPONSE TO BACTERIUM%GOBP%GO:0009617	0.001705021	0.023807533	0.455059867	-0.399608081	-1.579691021	136	"PYCARD, B2M, MAPKAPK3, FCER1G, RPL39, S100A9, CEBPB, IGLL1, TNFRSF1A, CD1D, SLPI, TNIP2, CFP, ANG, CCL5, TNFRSF10B, HLA-B, LTBR, JUNB, LYST, STAP1, FUCA2, LY96, XBP1, ERAP1, CD14, HLA-E, RNASE3, HIST1H2BK, LYN, ADM, PGLYRP1, SBNO2, TNFSF4, TLR6, HMGB2, S100A12, HIST1H2BJ, TRIB1, SLC11A1, PRDX3, LGALS9, HIST1H2BC, HIST2H2BE"	1.579691021
REGULATION OF CELL ACTIVATION%GOBP%GO:0050865	0.000803548	0.013021137	0.477270815	-0.385735883	-1.568569843	180	"AIF1, PYCARD, TNFAIP8L2, MNDA, LST1, BTLA, ANXA1, FCER1G, CEBPB, IGLL1, HLA-DRB4, CD1D, PRKCZ, TNIP2, VAMP8, BST1, GLMN, CCL5, HLA-DPA1, GRB2, STAP1, XBP1, SIT1, UNC13D, HLA-DQA1, PPP2R3C, HLA-E, NCK2, FLOT2, HLA-DRA, IRS2, HAVCR2, HLA-DPB1, LYN, MIF, TNFSF13B, TGFBR2, PTPRC, TNFSF4, VAV1, VNN1, CD46, RIPK3, RAC1, IRF4, SERPINE2"	1.568569843
RESPONSE TO EXTRACELLULAR STIMULUS%GOBP%GO:0009991	0.004354634	0.045899031	0.407017919	0.420115851	1.566930067	75	"RRAGB, CDKN2D, ALB, SSTR2, EIF2AK4, WDR59, GCN1L1, TSC1, WRN, CPEB4, PMAIP1, ULK1, EIF2AK2, NCOA1, MAP1LC3B, FOXO1, MTMR3, NUDT1, USP33, OGT, MAP1LC3A, RRAGA, ASNS, CAV1, SREBF1, BMPR2, LEP"	1.566930067
IMMUNE SYSTEM PROCESS%GOBP%GO:0002376	9.30E-08	3.68E-06	0.704975715	-0.332777031	-1.552246183	837	"AIF1, GPSM3, CRIP1, GAPT, PYCARD, CKLF, CNPY3, MNDA, ARPC1B, IFITM2, B2M, MAPKAPK3, LST1, AP1S2, MAPK3, ARPC2, IFNGR1, BTLA, CFD, CD48, ANXA1, TLR8, SAR1B, PSMB8, NCF1, CD58, FCER1G, FCGRT, RPL13A, CTSS, RPL39, CYBA, S100A9, CEBPB, IFITM1, CTSW, IGLL1, HLA-C, KLRD1, ISG20, CXCR4, RPS17, HLA-DRB4, TICAM1, RPS14, PSMB1, TNFRSF1A, CST7, SIGLEC14, RPS19, NCF2, SH2D1B, CD1D, ACTG1, MAPK1, ARPC5, THOC5, BST2, IFNGR2, IFITM3, ARPC3, FKBP1A, SLPI, TNIP2, CFP, CD79A, BAX, PSMC6, VAMP8, BST1, IGSF6, PSMA6, CTSH, RPS27A, RRAS, NFKBIA, CLEC4A, PSMA4, IL18RAP, DDX58, ANG, SIRPA, CCL5, ICAM3, NCF4, TMEM173, SPG21, CORO1A, UBC, LGMN, CHD7, FCGR3B, TNFRSF10B, HLA-B, ITGB2, LTBR, HLA-DPA1, HLA-DOB, GRB2, IRF2, AMICA1, LYST, TREM1, LY96, MATK, DCTN6, CXCR1, XBP1, ERAP1, CD14, CHUK, TYROBP, FNIP1, IL18R1, OSBPL1A, CD19, HLA-DQA1, PPP2R3C, HLA-E, NCK2, SIVA1, APOBEC3F, BMX, MAP4K2, CAMK2G, AQP9, SKAP2, RNASE3, CLEC7A, VPREB3, TRAT1, HLA-DRA, HIST1H2BK, CTSC, HAVCR2, IL10RB, CAPZA2, LCN2, INPP5D, RAB32, HLA-DPB1, LYN, RUNX3, CLTA, ADM, KLF6, PLCG2, RAB35, ATPIF1, MIF, CXCL16, PGLYRP1, PSMB10, LNPEP, PRKX, BLK, GP6, PRKD2, SBNO2, APOBEC3G, C1orf177, TGFBR2, PTPRC, EXOSC3, TNFSF4, LY86, WAS, TLR6, SHMT2, C5AR1, VAV1, GZMA, VNN1, CD46, HMGB2, RIPK3, FCAR, RAC1, CEBPA, IRF4, SBDS, ITGB5, S100A12, LAT2, HIST1H2BJ, TRIM28, ARPC4, SELL, LTB4R, FCGR2A, PSMB4, CRK, SNAP23, SLC11A1, FOLR2, MMP9, ITGAM, ZFPM1, S1PR4, SEMA3C, EXOSC6, GNL1, ZNF385A, PRDX3, LGALS9, BMI1, ITGB1, CD7, TPD52, HIST1H2BC, PSMA3, PLD2, HIST2H2BE, HCLS1, RAB27A, TOLLIP, MARCH1, CEBPG, FCN1, NCK1, GAPDH, ANXA2, ABI1, PPP1R14B, PSMD13, PTGER4, AIM2, C1QBP, PREX1, PSMD11, UNC93B1, HLA-DRB1, FGR, JAM3, MAPKAP1, CCR1, DEFA3, FCGR1B, ROCK1, TBK1, PSMB7, TNFRSF1B, CCL4L2"	1.552246183
CELLULAR AMINO ACID METABOLIC PROCESS%GOBP%GO:0006520	0.0012512	0.018585536	0.455059867	0.372742857	1.543585379	144	"ASNSD1, FAH, ATP7A, DHFRL1, YARS, MTR, GCLC, PPM1K, OAT, ALDH5A1, HSD17B10, SARS, VARS, NMNAT3, ODC1, GCDH, GCLM, GCAT, SLC7A5, AARS, GOT1, RARS, DLST, PEPD, NARS, EPRS, SLC7A6, PPA2, HARS, PFAS, HAL, CTNS, GARS, SLC6A8, IARS, HIBADH, ASNS, AHCYL1"	1.543585379
VIRAL PROCESS%GOBP%GO:0016032	0.000577738	0.009807798	0.477270815	-0.376334013	-1.543305496	196	"RPS4X, RPL26L1, RPL27A, NUP214, RPS2, RPL27, RPL12, RPL24, RPL6, RPL13A, RPL39, CHMP1B, CXCR4, RPL31, RPS17, RPS14, RPS3, CHMP5, RPS19, RPL19, RPL13, RPL35A, THOC5, RPS9, RPL5, VAMP8, RPL10A, RPS27A, RPL30, RPLP0, PPID, RAE1, RPL11, RPL15, UBC, RPS8, ADRBK1, RPL38, RPS6, VPS37B, RPS13, RPL23, RPL7A, RPL37, EIF3G, DYNLT1, RPS10, RPSA, RPL17, EIF3F, RPS18, RPS29, VPS4B, MITD1, CD81, RPS15, PARD6A, BANF1, RPS16, RPL22, RPS27, RPL37A, DEK, RPL3, RPS26, RPS15A, RPL26, RPL23A, RPL14, RAN, RPL4, NUP37, RPL8, EIF3L"	1.543305496
REGULATION OF T CELL ACTIVATION%GOBP%GO:0050863	0.003335687	0.038360404	0.431707696	-0.397645259	-1.542269608	120	"AIF1, PYCARD, TNFAIP8L2, BTLA, ANXA1, CEBPB, HLA-DRB4, CD1D, PRKCZ, GLMN, CCL5, HLA-DPA1, GRB2, XBP1, SIT1, HLA-DQA1, HLA-E, NCK2, FLOT2, HLA-DRA, HAVCR2, HLA-DPB1, LYN, TGFBR2, PTPRC, TNFSF4, VAV1, VNN1, CD46, RIPK3, RAC1, IRF4"	1.542269608
TRANSLATION%GOBP%GO:0006412	0.000314104	0.006308616	0.498493109	-0.36052813	-1.541600144	274	"RPS4X, RPL26L1, MRPL33, RPL27A, MRPL51, MRPL1, EIF1AX, RPS2, RPL27, MRPL13, RPL12, RPL24, RPL6, RPL13A, RPL39, MRPL45, EEF1A1, MRPS23, EIF2S3, RPL31, RPS17, RPS14, RPS3, RPS19, RPL19, RPL13, RPL35A, EEF1G, MRPS18C, MRPS31, MRPL52, RPS9, RPL5, DAP3, RPL10A, RPS27A, RPL30, RPLP0, RPS27L, MRPL34, MRPL36, RPL11, TRMT112, SLC25A19, MRPL17, RPL15, CDC123, RPS8, RPL38, RPS6, MRPS24, MRPL41, RSL24D1, RPS13, RPL23, SLC25A44, MRPL3, RPL7A, RPL37, EIF3G, RPS10, NHP2, RPSA, RPL17, MRPL21, PABPC4, MRPS17, EIF3F, MRPL24, RPS18, RPS29, RPS15, MRPL30, MRPL43, EIF3E, RPS16, EIF3I, MRPL32, EEF1E1, PPA1, EIF3M, RPL22, RPS27, RPL37A, RPL3, FARS2, RPS26, RPS15A, RPL26, MRPL11, RPL23A, RPL14, RPL4, MTIF2, MRPS11, MRPS25, RPL8, EIF3L"	1.541600144
MICROTUBULE-BASED PROCESS%GOBP%GO:0007017	0.000955371	0.014808255	0.477270815	0.360212371	1.53378444	168	"WDR19, SON, PCNT, VPS4A, MOS, ZW10, SPA17, IFT74, NEK3, AP2S1, ROCK2, AP2B1, VBP1, AP2A2, CKAP5, PLK1, DLGAP5, ZNF207, XRCC2, INO80, E2F4, AP3D1, TUBG1, AP2A1, CENPE, DYNC1I2, PRC1, RAB1A, IFT122, KIF21B, USP33, CLASP1, RAB6A, VAMP4, AP2M1, NUSAP1, PAFAH1B1, TTLL3, NDEL1, DYNC1H1, KIF1B, MAP1S, ATXN3, KIF6, GAS2L3, RNF19A, ARHGAP21, ASPM, TPX2, NEK10, SOD1, CETN3, TUBA1C"	1.53378444
POSITIVE REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002696	0.004035097	0.043977206	0.407017919	-0.393599823	-1.533148338	125	"AIF1, PYCARD, BTLA, ANXA1, IGLL1, HLA-DRB4, CD1D, PRKCZ, TNIP2, VAMP8, BST1, CCL5, HLA-DPA1, GRB2, STAP1, XBP1, HLA-DQA1, PPP2R3C, HLA-E, NCK2, FLOT2, HLA-DRA, IRS2, HLA-DPB1, LYN, MIF, TNFSF13B, TGFBR2, PTPRC, TNFSF4, VAV1, VNN1, CD46, RAC1, CD81"	1.533148338
POSITIVE REGULATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0045089	0.001719618	0.023807533	0.455059867	-0.381526463	-1.53298525	162	"PYCARD, CNPY3, MAPKAPK3, TLR8, PSMB8, FCER1G, CTSS, TICAM1, PSMB1, RPS19, SH2D1B, CD1D, TNIP2, PSMC6, PSMA6, RPS27A, NFKBIA, CLEC4A, PSMA4, DDX58, CCL5, ICAM3, TMEM173, UBC, LGMN, ITGB2, LY96, CD14, CHUK, HLA-E, CLEC7A, LYN, PLCG2, PSMB10, TLR6, PSMB4, ITGAM, LGALS9, PSMA3, FCN1, PSMD13, AIM2, PSMD11, UNC93B1, TBK1, PSMB7, TLR4, UBE2D2, TLR1, RIPK2, SIN3A, PSMA5, UBA52, CLEC4E, PSMB3, TICAM2, FFAR2"	1.53298525
